Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time,"Avg IV"
"2,140.00",-27.39%,36.20,38.85,41.50,35.60,0.00,unch,0,41,0.00,46.67%,Put,03/11/22,37.10%
"2,160.00",-26.71%,38.25,40.28,42.30,44.10,7.15,+19.35%,2,33,0.06,46.13%,Put,03/15/22,37.10%
"2,180.00",-26.03%,37.00,40.33,43.65,49.20,-4.60,-8.55%,3,37,0.08,45.12%,Put,03/15/22,37.10%
"2,200.00",-25.36%,41.50,44.18,46.85,47.15,-10.71,-18.51%,27,192,0.14,45.35%,Put,03/15/22,37.10%
"2,220.00",-24.68%,44.80,47.05,49.30,53.80,-0.80,-1.47%,3,27,0.11,45.20%,Put,03/15/22,37.10%
"2,240.00",-24.00%,47.30,49.13,50.95,61.60,0.00,unch,0,32,0.00,44.78%,Put,03/14/22,37.10%
"2,260.00",-23.32%,49.90,51.75,53.60,57.53,-9.96,-14.76%,4,33,0.12,44.50%,Put,03/15/22,37.10%
"2,280.00",-22.64%,52.80,55.05,57.30,59.25,-12.45,-17.36%,2,157,0.01,44.37%,Put,03/15/22,37.10%
"2,300.00",-21.96%,55.45,57.98,60.50,63.52,-11.13,-14.91%,32,880,0.04,44.11%,Put,03/15/22,37.10%
"2,320.00",-21.28%,58.20,60.30,62.40,58.85,0.00,unch,0,37,0.00,43.65%,Put,03/10/22,37.10%
"2,340.00",-20.61%,60.60,63.63,66.65,72.63,0.00,unch,0,52,0.00,43.43%,Put,03/14/22,37.10%
"2,360.00",-19.93%,64.55,66.70,68.85,73.00,-6.56,-8.25%,8,30,0.27,43.11%,Put,03/15/22,37.10%
"2,380.00",-19.25%,65.00,69.28,73.55,90.45,24.55,+37.25%,2,24,0.08,42.64%,Put,03/15/22,37.10%
"2,400.00",-18.57%,71.90,74.33,76.75,78.70,-15.40,-16.37%,40,164,0.24,42.73%,Put,03/15/22,37.10%
"2,420.00",-17.89%,74.90,77.70,80.50,75.55,0.00,unch,0,135,0.00,42.38%,Put,03/10/22,37.10%
"2,440.00",-17.21%,78.85,81.30,83.75,99.00,0.00,unch,0,136,0.00,42.06%,Put,03/14/22,37.10%
"2,460.00",-16.53%,80.50,84.23,87.95,80.60,0.00,unch,0,70,0.00,41.57%,Put,03/11/22,37.10%
"2,480.00",-15.86%,87.00,90.25,93.50,99.75,0.00,unch,0,71,0.00,41.70%,Put,03/10/22,37.10%
"2,500.00",-15.18%,89.25,93.43,97.60,90.00,-31.10,-25.68%,28,591,0.05,40.50%,Put,03/15/22,37.10%
"2,520.00",-14.50%,94.90,98.13,101.35,114.25,-11.70,-9.29%,1,92,0.01,40.99%,Put,03/15/22,37.10%
"2,540.00",-13.82%,99.60,103.30,107.00,109.27,4.12,+3.92%,5,113,0.04,40.83%,Put,03/15/22,37.10%
"2,560.00",-13.14%,104.55,110.40,116.25,114.29,-22.71,-16.58%,7,62,0.11,41.73%,Put,03/15/22,37.10%
"2,580.00",-12.46%,109.65,115.33,121.00,125.35,-19.05,-13.19%,3,85,0.04,40.71%,Put,03/15/22,37.10%
"2,600.00",-11.78%,111.30,116.95,122.60,128.46,-21.49,-14.33%,7,151,0.05,39.80%,Put,03/15/22,37.10%
"2,620.00",-11.11%,120.30,123.85,127.40,130.05,-17.85,-12.07%,5,57,0.09,39.82%,Put,03/15/22,37.10%
"2,640.00",-10.43%,122.50,127.90,133.30,136.00,-35.20,-20.56%,2,75,0.03,39.29%,Put,03/15/22,37.10%
"2,660.00",-9.75%,128.50,135.75,143.00,156.25,-14.95,-8.73%,2,72,0.03,39.40%,Put,03/15/22,37.10%
"2,680.00",-9.07%,134.70,141.85,149.00,152.00,-15.86,-9.45%,5,32,0.16,39.16%,Put,03/15/22,37.10%
"2,700.00",-8.39%,145.50,149.10,152.70,148.00,-42.80,-22.43%,25,489,0.05,38.90%,Put,03/15/22,37.10%
"2,720.00",-7.71%,151.85,155.70,159.55,148.00,0.00,unch,0,119,0.00,38.86%,Put,03/10/22,37.10%
"2,740.00",-7.03%,157.20,163.10,169.00,205.15,0.00,unch,0,75,0.00,38.73%,Put,03/14/22,37.10%
"2,760.00",-6.36%,164.05,169.48,174.90,176.75,-36.55,-17.14%,1,71,0.01,38.40%,Put,03/15/22,37.10%
"2,780.00",-5.68%,171.30,177.40,183.50,220.00,0.00,unch,0,74,0.00,38.29%,Put,03/14/22,37.10%
"2,800.00",-5.00%,178.70,183.70,188.70,183.00,-41.20,-18.38%,9,"1,097",0.01,37.77%,Put,03/15/22,37.10%
"2,820.00",-4.32%,186.35,191.55,196.75,240.80,0.00,unch,0,53,0.00,37.68%,Put,03/14/22,37.10%
"2,840.00",-3.64%,194.25,199.55,204.85,197.17,-0.38,-0.19%,4,52,0.08,37.11%,Put,03/15/22,37.10%
"2,860.00",-2.96%,203.85,208.60,213.35,255.75,0.00,unch,0,31,0.00,37.38%,Put,03/14/22,37.10%
"2,880.00",-2.28%,210.80,218.40,226.00,224.55,-23.90,-9.62%,3,68,0.04,38.30%,Put,03/15/22,37.10%
"2,900.00",-1.61%,216.00,222.83,229.65,223.00,-31.00,-12.20%,11,303,0.04,36.54%,Put,03/15/22,37.10%
"2,920.00",-0.93%,226.00,235.00,244.00,280.78,0.00,unch,0,82,0.00,36.79%,Put,03/14/22,37.10%
"2,940.00",-0.25%,235.50,241.93,248.35,248.00,-29.20,-10.53%,7,32,0.22,37.14%,Put,03/15/22,37.10%
"2,960.00",+0.43%,245.00,251.53,258.05,273.88,-41.12,-13.05%,1,124,0.01,36.05%,Put,03/15/22,37.10%
"2,980.00",+1.11%,260.10,263.98,267.85,264.73,26.00,+10.89%,3,54,0.06,36.36%,Put,03/15/22,37.10%
"3,000.00",+1.79%,266.55,275.03,283.50,290.00,-37.00,-11.31%,7,381,0.02,36.20%,Put,03/15/22,37.10%
"3,100.00",+5.18%,321.00,329.50,338.00,348.66,28.23,+8.81%,6,330,0.02,35.29%,Put,03/15/22,37.10%
"3,200.00",+8.57%,385.95,390.63,395.30,380.00,0.00,unch,0,275,0.00,34.46%,Put,03/11/22,37.10%
"3,300.00",+11.97%,453.70,458.60,463.50,453.65,-1.35,-0.30%,5,122,0.04,33.76%,Put,03/15/22,37.10%
"3,400.00",+15.36%,527.00,534.50,542.00,612.57,0.00,unch,0,406,0.00,33.48%,Put,03/14/22,37.10%
"3,440.00",+16.72%,555.50,564.25,573.00,601.16,0.00,unch,0,65,0.00,33.01%,Put,03/10/22,37.10%
"3,445.00",+16.89%,562.00,569.50,577.00,605.36,0.00,unch,0,27,0.00,33.23%,Put,03/10/22,37.10%
"3,450.00",+17.06%,566.50,573.43,580.35,596.01,0.00,unch,0,134,0.00,33.20%,Put,03/10/22,37.10%
"3,455.00",+17.22%,570.00,577.50,585.00,677.02,0.00,unch,0,3,0.00,33.19%,Put,02/03/22,37.10%
"3,460.00",+17.39%,572.00,580.48,588.95,476.20,0.00,unch,0,6,0.00,32.97%,Put,02/25/22,37.10%
"3,465.00",+17.56%,578.50,585.68,592.85,685.60,0.00,unch,0,1,0.00,33.18%,Put,02/03/22,37.10%
"3,470.00",+17.73%,579.50,588.25,597.00,537.82,0.00,unch,0,5,0.00,32.87%,Put,03/03/22,37.10%
"3,475.00",+17.90%,586.50,593.75,601.00,648.50,0.00,unch,0,3,0.00,33.14%,Put,01/27/22,37.10%
"3,480.00",+18.07%,591.00,597.85,604.70,545.24,0.00,unch,0,7,0.00,33.13%,Put,03/03/22,37.10%
"3,485.00",+18.24%,594.50,601.35,608.20,712.96,0.00,unch,0,5,0.00,32.99%,Put,03/07/22,37.10%
"3,490.00",+18.41%,597.00,604.60,612.20,545.63,0.00,unch,0,30,0.00,32.81%,Put,02/18/22,37.10%
"3,495.00",+18.58%,599.50,607.80,616.10,602.30,42.30,+7.55%,1,1,1.00,31.46%,Put,03/15/22,37.10%
"3,500.00",+18.75%,607.00,613.65,620.30,626.20,0.00,unch,0,75,0.00,32.94%,Put,03/10/22,37.10%
"3,505.00",+18.92%,611.00,617.25,623.50,316.10,0.00,unch,0,1,0.00,32.81%,Put,12/01/21,37.10%
"3,510.00",+19.09%,612.00,619.80,627.60,672.88,0.00,unch,0,2,0.00,32.47%,Put,01/21/22,37.10%
"3,515.00",+19.26%,618.50,625.98,633.45,0.00,0.00,unch,0,0,0.00,32.87%,Put,N/A,37.10%
"3,520.00",+19.43%,620.50,629.13,637.75,442.04,0.00,unch,0,4,0.00,32.64%,Put,01/10/22,37.10%
"3,525.00",+19.60%,627.50,634.10,640.70,370.80,0.00,unch,0,1,0.00,32.80%,Put,12/17/21,37.10%
"3,530.00",+19.77%,631.50,638.18,644.85,0.00,0.00,unch,0,5,0.00,32.76%,Put,N/A,37.10%
"3,535.00",+19.94%,635.50,642.88,650.25,0.00,0.00,unch,0,0,0.00,32.85%,Put,N/A,37.10%
"3,540.00",+20.11%,640.00,647.13,654.25,0.00,0.00,unch,0,5,0.00,32.84%,Put,N/A,37.10%
"3,545.00",+20.28%,641.50,650.00,658.50,535.65,0.00,unch,0,1,0.00,32.54%,Put,03/03/22,37.10%
"3,550.00",+20.45%,647.50,654.93,662.35,608.15,0.00,unch,0,9,0.00,32.68%,Put,02/22/22,37.10%
"3,555.00",+20.62%,651.90,659.38,666.85,485.13,0.00,unch,0,8,0.00,32.71%,Put,01/19/22,37.10%
"3,560.00",+20.79%,657.00,664.25,671.50,0.00,0.00,unch,0,0,0.00,32.83%,Put,N/A,37.10%
"3,565.00",+20.96%,659.50,667.35,675.20,0.00,0.00,unch,0,0,0.00,32.56%,Put,N/A,37.10%
"3,570.00",+21.13%,663.90,671.63,679.35,521.83,0.00,unch,0,4,0.00,32.55%,Put,01/20/22,37.10%
"3,575.00",+21.30%,669.50,677.00,684.50,624.00,0.00,unch,0,1,0.00,32.78%,Put,03/03/22,37.10%
"3,580.00",+21.47%,672.80,680.65,688.50,531.02,0.00,unch,0,1,0.00,32.63%,Put,01/20/22,37.10%
"3,585.00",+21.64%,678.00,684.73,691.45,487.87,0.00,unch,0,2,0.00,32.56%,Put,01/14/22,37.10%
"3,590.00",+21.81%,682.50,690.00,697.50,824.77,0.00,unch,0,12,0.00,32.77%,Put,01/24/22,37.10%
"3,595.00",+21.97%,684.00,692.50,701.00,699.59,0.00,unch,0,3,0.00,32.34%,Put,03/10/22,37.10%
"3,600.00",+22.14%,690.50,698.25,706.00,703.85,0.00,unch,0,36,0.00,32.66%,Put,03/10/22,37.10%
"3,605.00",+22.31%,695.00,702.25,709.50,334.27,0.00,unch,0,100,0.00,32.57%,Put,11/22/21,37.10%
"3,610.00",+22.48%,699.00,705.73,712.45,476.05,0.00,unch,0,103,0.00,32.35%,Put,02/09/22,37.10%
"3,615.00",+22.65%,704.50,711.25,718.00,700.25,0.00,unch,0,2,0.00,32.62%,Put,03/11/22,37.10%
"3,620.00",+22.82%,706.65,714.58,722.50,704.59,0.00,unch,0,8,0.00,32.36%,Put,03/11/22,37.10%
"3,625.00",+22.99%,711.50,719.25,727.00,0.00,0.00,unch,0,0,0.00,32.42%,Put,N/A,37.10%
"3,630.00",+23.16%,717.00,724.25,731.50,0.00,0.00,unch,0,0,0.00,32.56%,Put,N/A,37.10%
"3,635.00",+23.33%,721.50,728.48,735.45,481.70,0.00,unch,0,1,0.00,32.51%,Put,02/09/22,37.10%
"3,640.00",+23.50%,723.00,731.43,739.85,0.00,0.00,unch,0,0,0.00,32.14%,Put,N/A,37.10%
"3,645.00",+23.67%,730.00,737.25,744.50,323.31,0.00,unch,0,1,0.00,32.48%,Put,11/18/21,37.10%
"3,650.00",+23.84%,735.00,740.98,746.95,583.75,0.00,unch,0,15,0.00,32.30%,Put,01/20/22,37.10%
"3,655.00",+24.01%,738.00,745.53,753.05,0.00,0.00,unch,0,0,0.00,32.32%,Put,N/A,37.10%
"3,660.00",+24.18%,739.95,748.70,757.45,0.00,0.00,unch,0,0,0.00,31.98%,Put,N/A,37.10%
"3,665.00",+24.35%,748.00,754.95,761.90,0.00,0.00,unch,0,0,0.00,32.45%,Put,N/A,37.10%
"3,670.00",+24.52%,748.50,757.50,766.50,897.50,0.00,unch,0,0,0.00,31.93%,Put,02/24/22,37.10%
"3,675.00",+24.69%,756.00,763.50,771.00,902.15,0.00,unch,0,2,0.00,32.33%,Put,02/24/22,37.10%
"3,680.00",+24.86%,760.50,767.85,775.20,610.62,0.00,unch,0,11,0.00,32.30%,Put,02/11/22,37.10%
"3,685.00",+25.03%,765.50,772.75,780.00,526.75,0.00,unch,0,1,0.00,32.40%,Put,01/07/22,37.10%
"3,690.00",+25.20%,770.00,777.08,784.15,665.48,0.00,unch,0,4,0.00,32.35%,Put,03/01/22,37.10%
"3,695.00",+25.37%,774.00,781.30,788.60,534.19,0.00,unch,0,1,0.00,32.27%,Put,01/07/22,37.10%
"3,700.00",+25.54%,775.50,784.30,793.10,769.16,0.00,unch,0,67,0.00,31.85%,Put,03/10/22,37.10%
"3,705.00",+25.71%,783.50,790.55,797.60,774.05,0.00,unch,0,4,0.00,32.33%,Put,03/10/22,37.10%
"3,710.00",+25.88%,788.00,795.05,802.10,778.99,0.00,unch,0,2,0.00,32.32%,Put,03/10/22,37.10%
"3,715.00",+26.05%,792.50,799.55,806.60,561.45,0.00,unch,0,1,0.00,32.31%,Put,02/09/22,37.10%
"3,720.00",+26.22%,795.50,803.50,811.50,711.00,0.00,unch,0,10,0.00,32.14%,Put,02/28/22,37.10%
"3,725.00",+26.39%,801.50,808.55,815.60,0.00,0.00,unch,0,0,0.00,32.28%,Put,N/A,37.10%
"3,730.00",+26.56%,805.00,812.58,820.15,701.55,0.00,unch,0,1,0.00,32.12%,Put,03/01/22,37.10%
"3,735.00",+26.72%,810.00,817.33,824.65,706.04,0.00,unch,0,1,0.00,32.18%,Put,03/01/22,37.10%
"3,740.00",+26.89%,814.00,821.60,829.20,859.10,0.00,unch,0,10,0.00,32.09%,Put,03/10/22,37.10%
"3,745.00",+27.06%,817.00,825.38,833.75,842.63,0.00,unch,0,9,0.00,31.84%,Put,03/04/22,37.10%
"3,750.00",+27.23%,823.50,830.90,838.30,833.58,0.00,unch,0,15,0.00,32.13%,Put,03/10/22,37.10%
"3,755.00",+27.40%,828.00,835.43,842.85,"1,027.31",0.00,unch,0,4,0.00,32.11%,Put,03/08/22,37.10%
"3,760.00",+27.57%,833.00,840.20,847.40,"1,032.23",0.00,unch,0,12,0.00,32.16%,Put,03/08/22,37.10%
"3,800.00",+28.93%,870.00,877.08,884.15,907.73,-98.29,-9.77%,30,57,0.53,32.14%,Put,03/15/22,37.10%
"3,900.00",+32.32%,963.50,970.55,977.60,968.38,-40.22,-3.99%,36,73,0.49,31.15%,Put,03/15/22,37.10%
"4,000.00",+35.72%,"1,058.50","1,065.68","1,072.85","1,005.00",0.00,unch,0,199,0.00,31.98%,Put,03/03/22,37.10%
"4,100.00",+39.11%,"1,153.50","1,162.25","1,171.00","1,073.95",0.00,unch,0,41,0.00,32.03%,Put,02/18/22,37.10%
"4,200.00",+42.50%,"1,250.50","1,259.25","1,268.00","1,181.24",0.00,unch,0,19,0.00,31.74%,Put,02/18/22,37.10%
"4,300.00",+45.89%,"1,350.50","1,358.50","1,366.50","1,400.34",0.00,unch,0,92,0.00,32.79%,Put,03/04/22,37.10%
"4,400.00",+49.29%,"1,449.50","1,457.25","1,465.00","1,612.66",0.00,unch,0,9,0.00,33.16%,Put,03/09/22,37.10%
"4,500.00",+52.68%,"1,549.00","1,556.50","1,564.00","1,361.25",0.00,unch,0,41,0.00,33.81%,Put,02/17/22,37.10%
"4,600.00",+56.07%,"1,648.50","1,656.00","1,663.50","1,426.13",0.00,unch,0,45,0.00,34.58%,Put,02/08/22,37.10%
"4,700.00",+59.47%,"1,745.50","1,754.25","1,763.00","1,666.34",0.00,unch,0,8,0.00,32.77%,Put,02/28/22,37.10%
"4,800.00",+62.86%,"1,847.00","1,855.00","1,863.00","1,753.44",0.00,unch,0,2,0.00,35.65%,Put,02/18/22,37.10%
"4,900.00",+66.25%,"1,947.50","1,955.25","1,963.00","1,932.96",0.00,unch,0,1,0.00,37.40%,Put,02/24/22,37.10%
"5,000.00",+69.65%,"2,046.00","2,054.50","2,063.00","1,946.20",0.00,unch,0,65,0.00,37.08%,Put,02/18/22,37.10%
"5,100.00",+73.04%,"2,146.00","2,154.50","2,163.00","2,176.29",0.00,unch,0,8,0.00,38.26%,Put,02/23/22,37.10%
"5,200.00",+76.43%,"2,247.00","2,255.00","2,263.00","2,337.22",0.00,unch,0,6,0.00,40.55%,Put,01/27/22,37.10%
"5,300.00",+79.82%,"2,347.00","2,355.00","2,363.00","2,337.09",0.00,unch,0,1,0.00,41.70%,Put,01/31/22,37.10%
"5,400.00",+83.22%,"2,447.50","2,455.25","2,463.00","2,065.30",0.00,unch,0,1,0.00,43.35%,Put,01/03/22,37.10%
"Downloaded from Barchart.com as of 03-16-2022 07:39am CDT"
